,Measure Name,Score
52696,MRSA Bacteremia: Observed Cases,22
52702,Clostridium Difficile (C.Diff): Observed Cases,39
52708,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,12
52714,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,16
52720,SSI - Colon Surgery: Observed Cases,0
52726,SSI - Abdominal Hysterectomy: Observed Cases,0
52732,MRSA Bacteremia: Observed Cases,5
52738,Clostridium Difficile (C.Diff): Observed Cases,9
52744,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,14
52750,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
52756,SSI - Colon Surgery: Observed Cases,0
52762,SSI - Abdominal Hysterectomy: Observed Cases,0
52768,MRSA Bacteremia: Observed Cases,3
52774,Clostridium Difficile (C.Diff): Observed Cases,16
52780,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
52786,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
52792,SSI - Colon Surgery: Observed Cases,1
52798,SSI - Abdominal Hysterectomy: Observed Cases,0
52804,MRSA Bacteremia: Observed Cases,0
52810,Clostridium Difficile (C.Diff): Observed Cases,1
52816,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
52822,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
52828,SSI - Colon Surgery: Observed Cases,2
52834,SSI - Abdominal Hysterectomy: Observed Cases,0
52840,MRSA Bacteremia: Observed Cases,6
52846,Clostridium Difficile (C.Diff): Observed Cases,14
52852,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
52858,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
52864,SSI - Colon Surgery: Observed Cases,0
52870,SSI - Abdominal Hysterectomy: Observed Cases,0
52876,MRSA Bacteremia: Observed Cases,1
52882,Clostridium Difficile (C.Diff): Observed Cases,2
52888,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,41
52894,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,26
52900,SSI - Colon Surgery: Observed Cases,8
52906,SSI - Abdominal Hysterectomy: Observed Cases,1
52912,MRSA Bacteremia: Observed Cases,15
52918,Clostridium Difficile (C.Diff): Observed Cases,66
52924,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,19
52930,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,19
52936,SSI - Colon Surgery: Observed Cases,3
52942,SSI - Abdominal Hysterectomy: Observed Cases,2
52948,MRSA Bacteremia: Observed Cases,25
52954,Clostridium Difficile (C.Diff): Observed Cases,43
52960,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
52966,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
52972,SSI - Colon Surgery: Observed Cases,0
52978,SSI - Abdominal Hysterectomy: Observed Cases,0
52984,MRSA Bacteremia: Observed Cases,0
52990,Clostridium Difficile (C.Diff): Observed Cases,2
52996,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
53002,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53008,SSI - Colon Surgery: Observed Cases,0
53014,SSI - Abdominal Hysterectomy: Observed Cases,0
53020,MRSA Bacteremia: Observed Cases,0
53026,Clostridium Difficile (C.Diff): Observed Cases,2
53032,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
53038,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
53044,SSI - Colon Surgery: Observed Cases,1
53050,SSI - Abdominal Hysterectomy: Observed Cases,0
53056,MRSA Bacteremia: Observed Cases,1
53062,Clostridium Difficile (C.Diff): Observed Cases,2
53068,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,8
53074,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
53080,SSI - Colon Surgery: Observed Cases,3
53086,SSI - Abdominal Hysterectomy: Observed Cases,1
53092,MRSA Bacteremia: Observed Cases,3
53098,Clostridium Difficile (C.Diff): Observed Cases,6
53104,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53110,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53116,SSI - Colon Surgery: Observed Cases,2
53122,SSI - Abdominal Hysterectomy: Observed Cases,0
53128,MRSA Bacteremia: Observed Cases,0
53134,Clostridium Difficile (C.Diff): Observed Cases,4
53140,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
53146,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
53152,SSI - Colon Surgery: Observed Cases,0
53158,SSI - Abdominal Hysterectomy: Observed Cases,0
53164,MRSA Bacteremia: Observed Cases,0
53170,Clostridium Difficile (C.Diff): Observed Cases,1
53176,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53182,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53188,SSI - Colon Surgery: Observed Cases,0
53194,SSI - Abdominal Hysterectomy: Observed Cases,0
53200,MRSA Bacteremia: Observed Cases,0
53206,Clostridium Difficile (C.Diff): Observed Cases,1
53212,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,10
53218,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,9
53224,SSI - Colon Surgery: Observed Cases,0
53230,SSI - Abdominal Hysterectomy: Observed Cases,1
53236,MRSA Bacteremia: Observed Cases,2
53242,Clostridium Difficile (C.Diff): Observed Cases,12
53248,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53254,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53260,SSI - Colon Surgery: Observed Cases,0
53266,SSI - Abdominal Hysterectomy: Observed Cases,1
53272,MRSA Bacteremia: Observed Cases,0
53278,Clostridium Difficile (C.Diff): Observed Cases,2
53284,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,7
53290,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
53296,SSI - Colon Surgery: Observed Cases,0
53302,SSI - Abdominal Hysterectomy: Observed Cases,0
53308,MRSA Bacteremia: Observed Cases,3
53314,Clostridium Difficile (C.Diff): Observed Cases,7
53356,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53362,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53380,MRSA Bacteremia: Observed Cases,0
53386,Clostridium Difficile (C.Diff): Observed Cases,0
53422,Clostridium Difficile (C.Diff): Observed Cases,0
53428,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53434,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
53452,MRSA Bacteremia: Observed Cases,0
53458,Clostridium Difficile (C.Diff): Observed Cases,0
53464,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53470,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53488,MRSA Bacteremia: Observed Cases,0
53494,Clostridium Difficile (C.Diff): Observed Cases,0
53536,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53542,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53560,MRSA Bacteremia: Observed Cases,0
53566,Clostridium Difficile (C.Diff): Observed Cases,0
53572,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53578,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53602,Clostridium Difficile (C.Diff): Observed Cases,0
53632,MRSA Bacteremia: Observed Cases,0
53638,Clostridium Difficile (C.Diff): Observed Cases,0
53644,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53650,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53668,MRSA Bacteremia: Observed Cases,0
53674,Clostridium Difficile (C.Diff): Observed Cases,2
53680,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53686,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53704,MRSA Bacteremia: Observed Cases,0
53710,Clostridium Difficile (C.Diff): Observed Cases,0
53722,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53740,MRSA Bacteremia: Observed Cases,0
53746,Clostridium Difficile (C.Diff): Observed Cases,0
53752,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53758,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53776,MRSA Bacteremia: Observed Cases,0
53782,Clostridium Difficile (C.Diff): Observed Cases,0
53788,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53794,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53812,MRSA Bacteremia: Observed Cases,0
53818,Clostridium Difficile (C.Diff): Observed Cases,0
53824,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
53830,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53866,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
53884,MRSA Bacteremia: Observed Cases,0
53890,Clostridium Difficile (C.Diff): Observed Cases,0
53920,MRSA Bacteremia: Observed Cases,0
53926,Clostridium Difficile (C.Diff): Observed Cases,0
53974,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
53980,SSI - Colon Surgery: Observed Cases,0
53992,MRSA Bacteremia: Observed Cases,1
53998,Clostridium Difficile (C.Diff): Observed Cases,0
54028,MRSA Bacteremia: Observed Cases,0
54034,Clostridium Difficile (C.Diff): Observed Cases,1
54076,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54082,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54100,MRSA Bacteremia: Observed Cases,0
54106,Clostridium Difficile (C.Diff): Observed Cases,0
54118,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54136,MRSA Bacteremia: Observed Cases,0
54142,Clostridium Difficile (C.Diff): Observed Cases,0
54148,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54154,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54172,MRSA Bacteremia: Observed Cases,0
54178,Clostridium Difficile (C.Diff): Observed Cases,0
54190,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54208,MRSA Bacteremia: Observed Cases,0
54214,Clostridium Difficile (C.Diff): Observed Cases,0
54220,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54226,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54244,MRSA Bacteremia: Observed Cases,0
54250,Clostridium Difficile (C.Diff): Observed Cases,0
54256,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54262,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
54280,MRSA Bacteremia: Observed Cases,0
54286,Clostridium Difficile (C.Diff): Observed Cases,0
54292,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54298,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54316,MRSA Bacteremia: Observed Cases,0
54322,Clostridium Difficile (C.Diff): Observed Cases,0
54328,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54334,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54352,MRSA Bacteremia: Observed Cases,0
54358,Clostridium Difficile (C.Diff): Observed Cases,2
54364,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54370,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54388,MRSA Bacteremia: Observed Cases,0
54394,Clostridium Difficile (C.Diff): Observed Cases,0
54400,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54406,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54424,MRSA Bacteremia: Observed Cases,0
54430,Clostridium Difficile (C.Diff): Observed Cases,0
54436,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54442,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54460,MRSA Bacteremia: Observed Cases,0
54466,Clostridium Difficile (C.Diff): Observed Cases,0
54502,Clostridium Difficile (C.Diff): Observed Cases,1
54532,MRSA Bacteremia: Observed Cases,0
54538,Clostridium Difficile (C.Diff): Observed Cases,0
54550,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54604,MRSA Bacteremia: Observed Cases,0
54610,Clostridium Difficile (C.Diff): Observed Cases,0
54616,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54622,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54640,MRSA Bacteremia: Observed Cases,0
54646,Clostridium Difficile (C.Diff): Observed Cases,0
54688,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54694,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54712,MRSA Bacteremia: Observed Cases,0
54718,Clostridium Difficile (C.Diff): Observed Cases,0
54724,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54730,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54736,SSI - Colon Surgery: Observed Cases,0
54748,MRSA Bacteremia: Observed Cases,0
54754,Clostridium Difficile (C.Diff): Observed Cases,0
54796,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54802,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54820,MRSA Bacteremia: Observed Cases,0
54826,Clostridium Difficile (C.Diff): Observed Cases,0
54832,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54838,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54880,SSI - Colon Surgery: Observed Cases,1
54886,SSI - Abdominal Hysterectomy: Observed Cases,0
54892,MRSA Bacteremia: Observed Cases,0
54898,Clostridium Difficile (C.Diff): Observed Cases,1
54904,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54910,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54928,MRSA Bacteremia: Observed Cases,0
54934,Clostridium Difficile (C.Diff): Observed Cases,0
54940,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54946,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
54964,MRSA Bacteremia: Observed Cases,0
54970,Clostridium Difficile (C.Diff): Observed Cases,0
54976,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
54982,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
55000,MRSA Bacteremia: Observed Cases,0
55006,Clostridium Difficile (C.Diff): Observed Cases,0
55012,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
55018,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
55036,MRSA Bacteremia: Observed Cases,0
55042,Clostridium Difficile (C.Diff): Observed Cases,0
55072,MRSA Bacteremia: Observed Cases,0
55078,Clostridium Difficile (C.Diff): Observed Cases,0
